S5AB,S5AN,S5AS,S5CCY,S5ACT,S5II50,S5DTEF,S5DTEH,S5II13,S5II22,S5II23,S5II27,S5STM,S5STNL,S5II30,S5II34,S5IIF3,S5BAL,S5CRD1,S5CRD2,S5IDBD,S5IFQD,S5LCDD,S5NCDD,S5RFQD,S5LRED,S5NRDD,S5AIMD,S5AM1D,S5AM2D,S5IM1D,S5IM2D,S5IM3D,S5IIMD,S5IM4D,S5IM5D,S5AM4D,S5PRVD,S5PL1D,S5PL2D,S5BRRD,S5DRRD,S5TRCD,S5RATD,S5RTMD,S5PEGD,S5II53,S5IID0,S5IIH0,S5BLV,S5CRC1,S5CRC2,S5IDBC,S5IFQC,S5LCDC,S5NCDC,S5RFQC,S5LREC,S5NRDC,S5AIMC,S5AM1C,S5AM2C,S5IM1C,S5IM2C,S5IM3C,S5IIMC,S5IM4C,S5IM5C,S5AM4C,S5PRVC,S5PL1C,S5PL2C,S5BRRC,S5DRRC,S5TRCC,S5RATC,S5RTMC,S5PEGC,S5YFWD,S5ODL,S5PDR,S5IIA4,S5PEN,S5DLM,S5CTYP,S5DTEB,S5CBAL,S5OBR,S5ODR,S5APRD,S5APRC,S5DAPR,S5CAPR,S5IIFD,S5IBFD,S5VAFD,S5DINA,S5DONA,S5NAID,S5NIID,S5NA1D,S5NI2D,S5NI3D,S5NA4D,S5IFQB,S5NCDB,S5AODL,S5DODL,S5POOL,S5FM2C,S5FM2D,S5BM2C,S5BM2D,S5RCAL,S5SCC,S5EXC,S5RCCY,S5IM6D,S5IM7D,S5IM8D,S5IM9D,S5IM6C,S5IM7C,S5IM8C,S5IM9C,S5NI6D,S5NI7D,S5NI9D,S5BM6D,S5FM6D,S5BM9D,S5FM9D,S5BM6C,S5FM6C,S5BM9C,S5FM9C,S5CONR,S5CONP,S5TAXM,S5CONZ,S5CONX,S5RDTE,S5IACF
0005,455442,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,790817,,,,,,,,885831,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,872332,,,,,,,,725703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,239022,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,060921,,,,,,,,710094,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,492669,,,,,,,,688537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,176236,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,780105,,,,,,,,30546,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,981659,,,,,,,,38808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,767576,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,211109,,,,,,,,336633,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,43381,,,,,,,,909781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,332333,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,251209,,,,,,,,507459,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,461653,,,,,,,,117151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,513821,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,131030,,,,,,,,622949,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,985684,,,,,,,,482953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,165204,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,330315,,,,,,,,344753,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,341864,,,,,,,,777346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,734415,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,770401,,,,,,,,255870,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,983089,,,,,,,,341362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,791563,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,330424,,,,,,,,464441,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,812815,,,,,,,,946606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,769234,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,060128,,,,,,,,547484,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,316819,,,,,,,,742312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,147038,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,950902,,,,,,,,957671,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,301061,,,,,,,,577005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,670369,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,140101,,,,,,,,602461,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,641040,,,,,,,,62851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,742090,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,030427,,,,,,,,870771,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,177188,,,,,,,,873608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,424902,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,830507,,,,,,,,637235,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,851820,,,,,,,,86084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,272044,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,760307,,,,,,,,20979,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,436733,,,,,,,,11574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,141001,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,440923,,,,,,,,233992,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,969368,,,,,,,,695220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,926899,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,381028,,,,,,,,476918,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,239265,,,,,,,,215673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,434917,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,920403,,,,,,,,519022,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,111527,,,,,,,,818668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,655408,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,610610,,,,,,,,417553,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,779607,,,,,,,,170174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,103007,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,101005,,,,,,,,513620,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,472480,,,,,,,,660890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,763087,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,361124,,,,,,,,345542,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,201042,,,,,,,,583661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,996177,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,600208,,,,,,,,89443,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,675936,,,,,,,,866467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,488331,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,570804,,,,,,,,624541,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,669810,,,,,,,,875189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,169965,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,900131,,,,,,,,996952,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,746487,,,,,,,,374525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,634570,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,430918,,,,,,,,666695,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,208798,,,,,,,,981074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,461509,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,310212,,,,,,,,322567,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,222108,,,,,,,,695246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,129019,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,941125,,,,,,,,818682,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,526931,,,,,,,,852615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,471570,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,810826,,,,,,,,846902,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,834707,,,,,,,,805749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,748478,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,420129,,,,,,,,721787,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,592281,,,,,,,,791514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,560215,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,910825,,,,,,,,619337,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,69921,,,,,,,,727996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,757532,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,181119,,,,,,,,776002,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,741596,,,,,,,,806758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,612964,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,080215,,,,,,,,294085,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,507019,,,,,,,,65507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,774633,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,250809,,,,,,,,629561,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,549761,,,,,,,,373371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,799806,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,840901,,,,,,,,666227,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,333950,,,,,,,,36525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,415984,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,621230,,,,,,,,591273,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,685775,,,,,,,,321827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,227958,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,360124,,,,,,,,326354,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,585868,,,,,,,,249730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,482456,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,200406,,,,,,,,869462,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,344367,,,,,,,,231789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,370257,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,471208,,,,,,,,4579,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,733320,,,,,,,,682329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,544049,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,880830,,,,,,,,198369,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,91829,,,,,,,,271963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,873930,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,011123,,,,,,,,83312,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,56173,,,,,,,,452588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,476382,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,400712,,,,,,,,314789,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,26477,,,,,,,,851472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,234861,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,000318,,,,,,,,686884,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,702752,,,,,,,,849897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,791012,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,410602,,,,,,,,51523,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,824411,,,,,,,,74341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,257766,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,120609,,,,,,,,661347,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,637489,,,,,,,,423039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,541746,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,580618,,,,,,,,214909,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,605493,,,,,,,,118039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,666776,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,180511,,,,,,,,532904,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,87202,,,,,,,,581180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,770248,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,580927,,,,,,,,241656,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,23848,,,,,,,,768018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,394323,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,610508,,,,,,,,690365,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,787504,,,,,,,,319264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,578206,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,760626,,,,,,,,463636,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,865272,,,,,,,,21817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,121048,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,400102,,,,,,,,618022,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,676463,,,,,,,,181116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,377978,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,580226,,,,,,,,425549,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,308041,,,,,,,,133387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,346801,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,770509,,,,,,,,880347,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,631388,,,,,,,,87597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,510614,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,690724,,,,,,,,648733,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,961483,,,,,,,,652825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,997019,004,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,770304,,,,,,,,812352,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,249403,,,,,,,,479328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,601888,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,611205,,,,,,,,571539,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,98050,,,,,,,,592158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,338172,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,130602,,,,,,,,182070,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,886743,,,,,,,,636981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,500766,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,980320,,,,,,,,323496,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,808854,,,,,,,,333432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,237787,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,920706,,,,,,,,431406,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,987014,,,,,,,,87501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,703414,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,520607,,,,,,,,492049,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,203932,,,,,,,,296990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,765903,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,290412,,,,,,,,371043,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,600007,,,,,,,,703161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,663234,009,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,470906,,,,,,,,308631,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,545810,,,,,,,,15491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,128662,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,451007,,,,,,,,143470,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,810827,,,,,,,,945187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,545117,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,070722,,,,,,,,957565,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,441878,,,,,,,,507306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,758788,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,560625,,,,,,,,899000,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,747258,,,,,,,,998396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,400956,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,810803,,,,,,,,274577,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,579669,,,,,,,,419582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,379263,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,400128,,,,,,,,998053,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,717413,,,,,,,,357040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,224625,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,970105,,,,,,,,610927,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,75247,,,,,,,,611898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,617801,005,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,550608,,,,,,,,438976,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,57809,,,,,,,,618435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001,644543,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,770418,,,,,,,,338904,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,1206,,,,,,,,896934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,812438,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,650420,,,,,,,,851542,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,251439,,,,,,,,83113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,954448,008,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,100222,,,,,,,,150743,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,976736,,,,,,,,749864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,412645,001,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,030802,,,,,,,,581241,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,417366,,,,,,,,742065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,798079,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,100306,,,,,,,,32246,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,783480,,,,,,,,710750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005,280987,002,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,910215,,,,,,,,143963,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,442292,,,,,,,,891011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004,900379,007,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,301008,,,,,,,,128126,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,565980,,,,,,,,447375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,592993,006,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,610603,,,,,,,,548816,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,844592,,,,,,,,140926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,248642,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,960104,,,,,,,,27689,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,305616,,,,,,,,906808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,933508,003,INR,,,,,,,,,,,,,,,,,,,,1190331,,,,,420201,,,,,,,,497073,,,,,,,,,,,,,,,,,,1190301,1190331,,,,,45733,,,,,,,,251311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
