GFCUS,GFCLC,GFCUN,GFCPNC,GFDAS,GFC1R,GFC2R,GFC3R,GFC4R,GFC5R,GFP1R,GFP2R,GFP3R,GFP4R,GFP5R,GFCTP,GFCUB,GFCUC,GFCUD,GFCUZ,GFSAC,GFACO,GFCRF,GFLNM,GFCA2,GFCNAP,GFCNAR,GFCNAL,GFCOD,GFDCC,GFDLM,GFITRT,GFBRNM,GFCRB1,GFCRB2,GFADJ,GFERCP,GFERCC,GFDRC,GFGRPS,GFCUNA,GFDASA,GFCUNM,GFCNAI,GFGRP,GFMTB,GFETX,GFYFON,GFDFRQ,GFFON,GFFOL,GFDEL,GFSTMP,GFCREF,GFOATP,GFOCCL,GFHDD,GFDDED,GFRDDH,GFYTRI,GFYRET,GFYPLA,GFYOPI,GFYNET,GFYRI1,GFYRI2,GFYRI3,GFYRI4,GFPCUS,GFPCLC,GFCS,GFCFRQ,GFFCYC,GFCSSA,GFPSTM,GFNSTM,GFSTN,GFOCID,GFCLSF,GFCLST,GFCLTV,GFCLTP,GFDRTY,GFMRTY,GFSEID,GFCST,GFAUNO
111275,IND,Zofia York,111275,Zofia,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111275,01,C3,IN,IN,IN,0851228,,1190202,0.05,1019,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111276,IND,Chau Narcisse,111276,Chau,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111276,01,C3,IN,IN,IN,0971105,,1190128,0.03,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111277,IND,Yoshie Mowers,111277,Yoshie,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111277,01,C3,IN,IN,IN,0900915,,1190124,0.05,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111278,IND,Janee Muszynski,111278,Janee,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111278,01,C3,IN,IN,IN,0871008,,1190120,0.05,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111279,IND,Zachariah Gilbreath,111279,Zachariah,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111279,01,C3,IN,IN,IN,0910504,,1190224,0.01,1002,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111280,IND,Kendall Kemmerer,111280,Kendall,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111280,01,C3,IN,IN,IN,0900812,,1190124,0.06,1017,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111281,IND,Kirby Collinson,111281,Kirby,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111281,01,C3,IN,IN,IN,0920513,,1190307,0.06,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111282,IND,Isidro Palmer,111282,Isidro,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111282,01,C3,IN,IN,IN,0850618,,1190311,0.05,1022,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111283,IND,Jere Sagucio,111283,Jere,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111283,01,C3,IN,IN,IN,0920609,,1190313,0.01,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111284,IND,Jaimee Kesinger,111284,Jaimee,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111284,01,C3,IN,IN,IN,0920602,,1190303,0.07,1016,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111285,IND,Merrie Louder,111285,Merrie,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111285,01,C3,IN,IN,IN,0930816,,1190313,0.08,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111286,IND,Georgiann Remus,111286,Georgiann,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111286,01,C3,IN,IN,IN,0931223,,1190309,0.04,1005,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111287,IND,Johnny Friese,111287,Johnny,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111287,01,C3,IN,IN,IN,0940114,,1190314,0.01,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111288,IND,Sonya Acoff,111288,Sonya,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111288,01,C3,IN,IN,IN,0920207,,1190125,0.04,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111289,IND,Antonia Ozment,111289,Antonia,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111289,01,C3,IN,IN,IN,0900527,,1190106,0.05,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111290,IND,Mozelle Frisk,111290,Mozelle,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111290,01,C3,IN,IN,IN,0971211,,1190108,0.05,1025,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111291,IND,Jessica Suzuki,111291,Jessica,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111291,01,C3,IN,IN,IN,0850919,,1190114,0.08,1002,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111292,IND,Harriet Gohr,111292,Harriet,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111292,01,C3,IN,IN,IN,0870808,,1190103,0.04,1008,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111293,IND,Cathryn Raftery,111293,Cathryn,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111293,01,C3,IN,IN,IN,0981106,,1190129,0.01,1022,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111294,IND,Bradly Dubray,111294,Bradly,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111294,01,C3,IN,IN,IN,0990718,,1190102,0.02,1017,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111295,IND,Refugio Paterson,111295,Refugio,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111295,01,C3,IN,IN,IN,0870514,,1190222,0.03,1018,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111296,IND,Naomi Bouffard,111296,Naomi,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111296,01,C3,IN,IN,IN,0970430,,1190303,0.05,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111297,IND,Trudi Lindon,111297,Trudi,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111297,01,C3,IN,IN,IN,0890921,,1190106,0.03,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111298,IND,Anisa Sypher,111298,Anisa,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111298,01,C3,IN,IN,IN,0981118,,1190116,0.08,1008,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111299,IND,Beatrice Birdwell,111299,Beatrice,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111299,01,C3,IN,IN,IN,0860705,,1190225,0.03,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111300,IND,Cyrus Lemelle,111300,Cyrus,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111300,01,C3,IN,IN,IN,0890824,,1190210,0.06,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111301,IND,Ethelyn Melville,111301,Ethelyn,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111301,01,C3,IN,IN,IN,0960723,,1190218,0.05,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111302,IND,Deidre Kovacs,111302,Deidre,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111302,01,C3,IN,IN,IN,0990127,,1190301,0.02,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111303,IND,Lory Wedgeworth,111303,Lory,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111303,01,C3,IN,IN,IN,0930112,,1190307,0.07,1014,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111304,IND,Teddy Rocamora,111304,Teddy,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111304,01,C3,IN,IN,IN,0880806,,1190315,0.04,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111305,IND,Hermine Auerbach,111305,Hermine,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111305,01,C3,IN,IN,IN,0930630,,1190307,0.06,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111306,IND,Norbert Brownell,111306,Norbert,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111306,01,C3,IN,IN,IN,0940216,,1190212,0.05,1001,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111307,IND,Keren Session,111307,Keren,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111307,01,C3,IN,IN,IN,0960902,,1190302,0.08,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111308,IND,Veronique Solares,111308,Veronique,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111308,01,C3,IN,IN,IN,0890320,,1190315,0.02,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111309,IND,Twyla Orear,111309,Twyla,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111309,01,C3,IN,IN,IN,0880302,,1190223,0.04,1021,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111310,IND,Jacinda Obermiller,111310,Jacinda,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111310,01,C3,IN,IN,IN,0891130,,1190305,0.03,1008,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111311,IND,Lashon Hargrove,111311,Lashon,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111311,01,C3,IN,IN,IN,0990505,,1190307,0.06,1025,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111312,IND,Alonso Sequeira,111312,Alonso,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111312,01,C3,IN,IN,IN,0941121,,1190113,0.04,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111313,IND,Rosalyn Proulx,111313,Rosalyn,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111313,01,C3,IN,IN,IN,0940617,,1190127,0.04,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111314,IND,Emanuel Mac,111314,Emanuel,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111314,01,C3,IN,IN,IN,0990405,,1190214,0.02,1001,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111315,IND,Naoma Warshaw,111315,Naoma,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111315,01,C3,IN,IN,IN,0880609,,1190203,0.08,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111316,IND,Ricarda Rudisill,111316,Ricarda,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111316,01,C3,IN,IN,IN,0890824,,1190201,0.08,1016,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111317,IND,Roberta Sweeney,111317,Roberta,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111317,01,C3,IN,IN,IN,0991119,,1190302,0.03,1007,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111318,IND,Annita Vanwagenen,111318,Annita,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111318,01,C3,IN,IN,IN,0921227,,1190201,0.02,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111319,IND,Dianna Mcclendon,111319,Dianna,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111319,01,C3,IN,IN,IN,0870122,,1190124,0.03,1008,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111320,IND,Kasandra Schmelzer,111320,Kasandra,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111320,01,C3,IN,IN,IN,0991113,,1190308,0.04,1006,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111321,IND,Marcus Christon,111321,Marcus,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111321,01,C3,IN,IN,IN,0900620,,1190104,0.03,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111322,IND,Elias Rochell,111322,Elias,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111322,01,C3,IN,IN,IN,0870526,,1190204,0.03,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111323,IND,Eugenio Mahaffey,111323,Eugenio,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111323,01,C3,IN,IN,IN,0970701,,1190224,0.03,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111324,IND,Rozanne Gaskamp,111324,Rozanne,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111324,01,C3,IN,IN,IN,0920430,,1190213,0.01,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111325,IND,Charlie Daquila,111325,Charlie,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111325,01,C3,IN,IN,IN,0890427,,1190214,0.05,1022,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111326,IND,Jill Mcneece,111326,Jill,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111326,01,C3,IN,IN,IN,0880213,,1190101,0.08,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111327,IND,Jackson Sigmon,111327,Jackson,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111327,01,C3,IN,IN,IN,0940114,,1190206,0.02,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111328,IND,Kimberlee Sells,111328,Kimberlee,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111328,01,C3,IN,IN,IN,0860414,,1190208,0.03,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111329,IND,Joannie Vitela,111329,Joannie,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111329,01,C3,IN,IN,IN,0870929,,1190115,0.06,1019,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111330,IND,Enriqueta Sheard,111330,Enriqueta,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111330,01,C3,IN,IN,IN,0921204,,1190128,0.08,1022,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111331,IND,Nanci Riddell,111331,Nanci,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111331,01,C3,IN,IN,IN,0860428,,1190106,0.03,1020,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111332,IND,Ashely Storey,111332,Ashely,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111332,01,C3,IN,IN,IN,0871004,,1190121,0.03,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111333,IND,Marcelino Mang,111333,Marcelino,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111333,01,C3,IN,IN,IN,0950924,,1190114,0.07,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111334,IND,Ofelia Colburn,111334,Ofelia,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111334,01,C3,IN,IN,IN,0870719,,1190220,0.06,1020,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111335,IND,Tobi Loew,111335,Tobi,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111335,01,C3,IN,IN,IN,0860319,,1190206,0.05,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111336,IND,Leida Burg,111336,Leida,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111336,01,C3,IN,IN,IN,0880228,,1190223,0.04,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111337,IND,Daphine Blanding,111337,Daphine,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111337,01,C3,IN,IN,IN,0910419,,1190303,0.05,1005,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111338,IND,Kim Summers,111338,Kim,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111338,01,C3,IN,IN,IN,0860726,,1190218,0.05,1014,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111339,IND,Felton Balk,111339,Felton,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111339,01,C3,IN,IN,IN,0950203,,1190204,0.06,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111340,IND,Clorinda Scheel,111340,Clorinda,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111340,01,C3,IN,IN,IN,0850217,,1190129,0.08,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111341,IND,Freda Ferrell,111341,Freda,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111341,01,C3,IN,IN,IN,0850220,,1190210,0.04,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111342,IND,Dora Poudrier,111342,Dora,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111342,01,C3,IN,IN,IN,0981119,,1190122,0.06,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111343,IND,Tarah Winborne,111343,Tarah,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111343,01,C3,IN,IN,IN,0950919,,1190123,0.02,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111344,IND,Tommye Alexandria,111344,Tommye,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111344,01,C3,IN,IN,IN,0930129,,1190301,0.04,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111345,IND,Bridgett Koehn,111345,Bridgett,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111345,01,C3,IN,IN,IN,0850607,,1190214,0.02,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111346,IND,Lera Montagna,111346,Lera,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111346,01,C3,IN,IN,IN,0860207,,1190213,0.05,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111347,IND,Ricardo Hsieh,111347,Ricardo,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111347,01,C3,IN,IN,IN,0970515,,1190314,0.05,1006,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111348,IND,Kira Muma,111348,Kira,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111348,01,C3,IN,IN,IN,0860812,,1190119,0.03,1022,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111349,IND,Colby Vinzant,111349,Colby,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111349,01,C3,IN,IN,IN,0970406,,1190125,0.05,1002,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111350,IND,Janis Thiede,111350,Janis,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111350,01,C3,IN,IN,IN,0940920,,1190115,0.07,1005,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111351,IND,Joaquin Stiller,111351,Joaquin,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111351,01,C3,IN,IN,IN,0961212,,1190307,0.01,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111352,IND,Lyndsey Beagle,111352,Lyndsey,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111352,01,C3,IN,IN,IN,0860516,,1190110,0.05,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111353,IND,Jacinda Sipp,111353,Jacinda,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111353,01,C3,IN,IN,IN,0950311,,1190202,0.03,1022,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111354,IND,Rudolph Mccourt,111354,Rudolph,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111354,01,C3,IN,IN,IN,0920222,,1190209,0.02,1018,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111355,IND,Chuck Westfall,111355,Chuck,1,1,1,1,1,1,1,1,1,1,EC,0,0,0,0,AC,PAC,111355,01,C3,IN,IN,IN,0880511,,1190310,0.04,1002,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111356,IND,Marlon Haston,111356,Marlon,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111356,01,C3,IN,IN,IN,0990623,,1190129,0.04,1001,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111357,IND,Wesley Lalli,111357,Wesley,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,111357,01,C3,IN,IN,IN,0870903,,1190110,0.04,1006,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
